Configuration,Quality,Feature 1,Feature 2,Feature 3,Feature 4
2,0,134,117,108.75,116
3,0,134,117,119.75,104
2,0,131,117,106.5,116
3,0,133,118,119.25,108
1,0,129,115,111.75,118
2,0,132,118,108.5,120
3,0,131,118,121,108
2,0,133,118,104.75,122
3,0,132,118,117.25,110
2,0,132,117,109.5,120
3,0,132,118,117.25,110
2,0,132,118,116.25,108
3,0,131,117,121,106
2,0,132,117,110.5,112
3,0,131,115,120.75,108
2,0,132,117,108.75,114
1,0,130,116,114,112
2,0,133,116,106,112
3,0,131,117,120.25,106
2,0,132,116,106,118
3,0,132,118,117.25,108
2,0,132,116,109,116
2,0,135,117,108.25,116
3,0,132,120,115.5,110
2,0,134,117,106.75,118
3,0,135,118,118.25,110
2,0,131,118,106.25,118
3,0,133,118,113,112
1,0,129,114,123,104
3,0,132,117,110.5,112
3,0,131,119,117.25,110
3,0,132,118,113.5,108
3,0,133,117,111.25,110
3,0,134,118,112.25,108
1,0,129,116,112.75,114
2,0,131,117,105.25,112
3,0,132,117,120.25,106
2,0,132,117,105.5,116
3,0,132,117,120.5,106
2,0,132,117,105,116
2,0,134,117,107.75,116
3,0,131,118,117,108
2,0,135,118,111.75,116
3,0,135,118,117,108
2,0,135,118,116.25,112
3,0,132,120,117,108
1,0,130,117,112.75,116
2,0,133,118,106,120
3,0,131,118,116.75,112
2,0,133,119,106.25,122
3,0,131,118,121.75,108
2,0,131,117,104.5,120
3,0,131,118,116,108
2,0,132,117,111.25,112
3,0,131,118,122.25,106
2,0,132,120,108.25,114
3,0,131,118,119,108
2,0,132,118,110.25,116
1,0,129,116,120,108
2,0,138,117,105,114
3,0,130,118,120.25,108
2,0,133,117,105.5,114
3,0,132,119,119.5,108
2,0,133,117,105,114
2,0,134,117,108.75,116
3,0,134,118,120,108
2,0,134,117,108.5,116
3,0,133,120,120.25,108
2,0,132,117,108.5,118
3,0,133,118,115.75,112
1,0,135,117,121.25,102
3,0,134,120,114.75,112
3,0,136,118,115.75,110
3,0,136,120,112.25,108
3,0,137,119,112.5,112
3,0,135,119,114.5,112
1,0,132,117,105.75,120
2,0,134,117,106.25,120
3,0,131,118,122.5,108
2,0,134,117,105.75,120
3,0,133,116,126.5,102
2,0,135,116,104.75,118
3,0,132,118,109.75,108
2,0,132,120,110.25,114
3,0,134,117,111,110
2,0,132,119,104,116
3,0,130,119,114.5,110
2,0,132,117,103.5,118
1,0,129,114,118.5,114
2,0,132,118,103.5,118
3,0,134,118,120.75,106
2,0,134,116,106.5,116
3,0,132,118,119.5,108
2,0,131,118,105.5,116
2,0,133,118,109,116
3,0,132,119,114,116
2,0,136,117,105.75,116
3,0,134,118,119,108
2,0,133,118,110.5,118
3,0,134,120,117.75,108
1,0,132,118,107.75,118
2,0,133,118,108.25,120
3,0,131,119,124,106
2,0,134,118,108.5,120
3,0,132,118,121.25,110
2,0,134,118,108.25,120
3,0,135,119,113,108
2,0,133,120,111,114
3,0,133,118,117.25,106
2,0,132,117,104,116
3,0,132,117,118,104
2,0,132,118,105.75,116
1,0,129,117,114.5,112
2,0,133,118,105.75,116
3,0,131,118,125,102
2,0,131,118,105.5,116
3,0,130,120,121.25,110
2,0,130,117,107,112
2,0,134,118,115,114
3,0,133,119,122.75,106
2,0,134,118,104,118
3,0,135,118,119,108
2,0,133,118,109.25,120
3,0,133,119,119,108
1,0,134,122,113.5,114
2,0,132,123,110.5,120
3,0,131,122,125.25,100
2,0,134,121,113.75,116
3,0,133,122,124.5,108
2,0,136,120,108.25,116
3,0,131,121,114,110
2,0,133,120,124.5,108
3,0,132,121,122.75,106
2,0,134,120,115.75,108
3,0,133,121,115.5,106
2,0,135,121,120,108
1,0,135,119,116.75,106
2,0,138,120,109.75,116
3,0,136,120,120.5,104
2,0,136,120,110,114
3,0,136,121,118.75,106
2,0,134,119,108.75,112
2,0,140,120,115.5,114
3,0,140,121,124.75,104
2,0,143,121,104.75,126
3,0,142,122,120,108
2,0,140,121,110.25,118
3,0,140,121,127,106
1,0,132,120,119.25,102
3,0,135,123,115.25,110
3,0,138,123,119.5,106
3,0,135,121,113.5,106
3,0,136,123,114.5,110
3,0,135,123,112.25,110
1,0,130,121,121.25,104
2,0,135,120,105.25,116
3,0,133,122,121,104
2,0,135,122,108.75,116
3,0,133,124,120,104
2,0,134,123,106,118
2,0,136,123,114.25,114
3,0,133,121,126.75,106
2,0,135,121,110.75,114
3,0,135,120,123.75,104
2,0,134,120,113,112
3,0,134,120,125.25,102
1,0,133,121,118.5,106
3,0,133,123,113.75,110
3,0,133,122,119.25,104
3,0,135,123,115.75,102
3,0,136,125,116,106
3,0,136,124,109.75,110
1,0,133,120,106.5,116
2,0,135,121,109.75,118
3,0,133,121,125.25,104
2,0,135,121,109.25,120
3,0,135,122,121.75,104
2,0,138,120,111,112
3,0,134,120,119.5,108
2,0,133,120,112.25,112
3,0,133,121,119.75,104
2,0,133,121,115,110
3,0,133,120,119.75,104
2,0,134,120,111,110
1,0,135,116,121,104
2,0,136,120,105.75,116
3,0,137,120,125.25,104
2,0,137,120,107.25,116
3,0,137,121,123,104
2,0,137,120,109,112
2,0,141,117,121,110
3,0,143,123,117.5,110
2,0,145,120,100.5,132
3,0,140,122,123,104
2,0,141,121,109.75,120
3,0,138,124,121.75,106
1,0,133,123,114.75,110
3,0,135,122,116,106
3,0,133,123,112.25,104
3,0,135,123,111.75,106
3,0,136,123,115,106
3,0,136,123,108.5,110
1,0,133,121,106.5,118
2,0,134,120,109.5,118
3,0,135,121,124,104
2,0,135,119,104.75,120
3,0,135,121,124.25,108
2,0,135,120,106,118
3,0,136,121,117.25,110
2,0,136,121,117,110
3,0,137,121,122,110
2,0,136,121,106,114
3,0,136,120,112.5,112
2,0,136,121,107.25,114
1,0,132,119,122,104
2,0,136,120,105.25,114
3,0,134,121,122,104
2,0,135,120,106,112
3,0,133,120,125.25,102
2,0,136,119,109,112
2,0,135,120,113.75,112
3,0,137,121,122,108
2,0,141,121,111.25,116
3,0,138,123,121,104
2,0,136,122,114.25,116
3,0,136,123,119.25,106
1,0,132,122,105.5,118
2,0,135,122,105.5,120
3,0,134,123,123.25,104
2,0,136,121,103,122
3,0,133,123,119.75,110
2,0,136,121,108,120
3,0,134,124,114.5,114
2,0,135,123,116.75,110
3,0,133,121,121.75,104
2,0,136,121,110.75,110
3,0,133,121,118.25,106
2,0,136,122,119.5,112
1,0,133,118,115.25,112
2,0,138,121,107.5,116
3,0,135,120,125,104
2,0,136,121,106.25,116
3,0,135,122,123.5,104
2,0,135,120,106.75,112
2,0,138,122,110.75,114
3,0,136,125,115,110
2,0,138,124,109,118
3,0,137,125,114.75,106
2,0,136,123,110.25,118
3,0,138,123,118.25,108
1,0,135,121,118.75,106
3,0,136,123,118.75,106
3,0,135,124,115.5,104
3,0,136,123,117.25,108
3,0,138,122,114.75,108
3,0,138,123,113,110
1,0,133,121,119,106
2,0,135,121,108.5,116
3,0,135,121,122.75,104
2,0,138,121,109.25,116
3,0,136,121,125.25,102
2,0,136,120,107.25,114
2,0,136,121,114,110
3,0,136,123,121.75,104
2,0,136,122,115.75,114
3,0,136,122,122.25,104
2,0,136,122,118.25,112
3,0,136,123,123.5,104
1,0,135,122,106.25,120
2,0,136,122,111.25,118
3,0,136,121,127.25,102
2,0,136,121,102.5,122
3,0,140,120,126.75,102
2,0,137,121,105,120
3,0,136,123,110.25,110
2,0,135,123,104.75,114
3,0,138,123,117.75,106
2,0,136,122,105.25,114
3,0,135,123,121.5,102
2,0,136,123,103,116
1,0,135,120,121.25,106
2,0,137,121,110.25,112
3,0,136,121,119.5,108
2,0,138,121,106.75,112
3,0,136,122,123.75,104
2,0,136,120,109.5,112
2,0,140,121,114.75,114
3,0,138,126,118.25,106
2,0,142,123,105.75,118
3,0,140,125,120,106
2,0,138,124,107.75,120
3,0,138,124,122,106
1,0,135,123,104.25,122
2,0,136,123,111.25,120
3,0,134,122,125.25,104
2,0,138,121,114.5,116
3,0,135,123,122.75,106
2,0,136,121,107,118
3,0,136,123,114,106
2,0,135,123,111.5,112
3,0,137,121,119,104
2,0,135,123,107.5,114
3,0,134,123,116.75,104
2,0,135,123,103.25,114
1,0,135,120,114.5,114
2,0,140,123,106,114
3,0,136,121,123.5,102
2,0,136,120,107,114
3,0,137,121,119,106
2,0,138,122,107,116
2,0,139,123,123.75,110
3,0,136,125,118.75,110
2,0,139,123,108.25,116
3,0,138,125,118,108
2,0,138,123,114.75,112
3,0,136,124,121,108
1,0,137,120,119.5,106
3,0,137,123,110.5,112
3,0,135,123,115,108
3,0,138,123,116.75,104
3,0,138,125,117.25,106
3,0,142,125,117.25,104
1,0,136,120,119,106
2,0,138,123,110.5,114
3,0,137,123,118.25,108
2,0,138,120,105.75,112
3,0,138,123,122.75,104
2,0,137,121,107.25,110
2,0,140,123,108.75,114
3,0,140,125,119.5,106
2,0,142,123,108.75,120
3,0,140,124,120.25,106
2,0,139,123,113.5,118
3,0,138,125,121.5,106
1,1,134,122,117.25,106
3,0,135,125,114.5,112
3,0,136,125,113.75,112
3,0,137,125,117.25,102
3,0,138,125,113.75,104
3,0,126,125,125.25,98
1,0,135,121,103.25,118
2,0,136,123,104,120
3,0,134,122,127.25,100
2,0,138,123,112.5,120
3,0,134,122,125.25,104
2,0,135,122,104.75,122
3,0,135,125,114,116
2,0,136,122,107.25,116
3,0,140,123,117,106
2,0,141,120,117.5,108
3,0,137,123,108.5,112
2,0,138,123,103.25,114
1,0,134,120,125.75,102
2,0,140,122,108.5,114
3,0,135,123,124.5,104
2,0,136,121,106.75,114
3,0,136,123,119,106
2,0,136,122,109.5,116
2,0,140,122,116,114
3,0,138,124,121.25,108
2,1,138,122,107.5,116
3,0,138,124,121.25,104
2,0,139,123,115.75,114
3,0,139,124,116.75,108
1,0,136,123,109,116
2,0,138,123,112.75,116
3,0,136,124,117.5,108
2,0,137,121,109,120
3,0,136,123,115.5,112
2,0,137,121,103.5,120
3,0,136,123,117.25,110
2,0,137,120,119.5,106
3,0,141,123,122.25,106
2,0,137,122,112.75,110
3,0,137,121,118,104
2,0,138,123,112,112
1,0,136,121,123,104
2,1,148,125,96.5,160
3,0,140,125,120.25,102
2,0,140,123,107.25,114
3,0,138,123,121.5,104
2,0,140,120,111.5,108
2,0,139,123,110.5,112
3,0,141,123,123,108
2,0,141,122,111.5,114
3,0,140,123,122,106
2,0,138,121,108.75,116
3,0,140,123,124.25,106
1,0,137,123,114.25,114
2,0,140,123,110.75,120
3,0,140,123,123,104
2,0,141,123,109.5,120
3,0,140,123,120.5,108
2,0,141,122,115,116
3,0,137,125,111.5,108
2,0,135,123,107.75,114
3,0,136,125,119.25,104
2,0,136,122,102.25,116
3,0,135,125,120,104
2,0,138,123,111.25,114
1,0,135,121,116,110
2,0,137,120,106,114
3,0,136,121,125.5,104
2,0,137,121,105,114
3,0,136,123,122.25,104
2,0,138,123,112.75,114
2,0,141,125,124.5,112
3,0,140,126,115.25,110
2,0,143,124,103.25,120
3,0,125,123,130.25,92
2,0,140,126,120.5,118
3,0,137,125,122.5,104
1,0,135,120,117.25,104
3,0,136,125,115.25,112
3,0,136,125,116,108
3,0,136,125,114.75,110
3,0,139,125,114.25,110
3,0,142,124,111.75,106
1,1,136,120,122.5,108
2,0,138,123,107.75,114
3,0,136,121,125.75,102
2,0,137,122,105.5,116
3,0,137,123,122.75,106
2,0,139,122,105.25,114
2,0,141,125,114.75,116
3,0,139,123,123.75,102
2,0,143,123,109.5,120
3,0,140,125,123,104
2,0,138,124,113.5,116
3,0,138,125,122,106
1,0,132,123,117.75,110
3,0,133,123,119.5,106
3,0,133,123,116.75,104
3,0,134,123,115.25,104
3,0,136,123,117,108
3,0,136,123,113,104
1,0,130,120,109.75,120
2,0,134,121,116,116
3,0,133,120,126.25,104
2,0,135,120,105,120
3,0,134,119,127.25,104
2,0,135,120,110.75,116
3,0,133,120,118.5,108
2,0,133,122,116.25,110
3,0,133,120,115.75,108
2,0,133,120,116.25,108
3,0,133,121,115.25,108
2,0,135,120,110,110
1,0,131,119,121.75,106
2,0,135,120,107.75,114
3,0,133,121,124.75,104
2,0,133,120,107.75,112
3,0,133,122,123.75,104
2,0,135,120,110.75,112
2,0,135,118,111,112
3,0,134,120,126.25,102
2,0,136,121,112.75,114
3,0,135,123,121.5,106
2,0,134,121,113,114
3,0,134,122,119,108
1,0,128,113,97.25,130
3,0,132,122,118,104
3,0,132,118,110.75,108
3,0,132,121,117,104
3,0,132,121,120.25,104
3,0,132,121,115.75,106
1,0,129,113,95.25,128
2,0,128,115,95.5,126
3,0,127,114,107.75,114
2,0,128,113,95.75,130
3,0,129,111,108.25,118
2,0,127,111,101.5,124
3,0,131,118,109.75,112
2,0,129,116,93.25,128
3,0,130,117,113.5,114
2,0,129,115,94,128
3,0,129,115,107.25,114
2,0,130,116,92.75,132
1,0,128,111,92,132
2,0,130,114,100.25,124
3,0,129,111,103.75,118
2,0,130,115,98,128
3,0,129,112,105.5,116
2,0,129,113,98.25,124
2,0,130,113,94.75,128
3,0,130,115,107.75,114
2,0,130,111,99.75,126
3,0,130,113,107.75,116
2,0,131,116,89.75,134
3,0,132,113,106,118
1,0,130,115,91,132
2,0,130,118,91.25,132
3,0,129,114,103.5,116
2,0,130,116,90.75,132
3,0,128,115,105.75,116
2,0,128,114,96.5,124
3,0,130,115,111.5,108
2,0,130,116,97.75,126
3,0,130,110,107.75,114
2,0,130,115,96.5,126
3,0,130,112,111.5,110
2,0,130,111,100.25,120
1,0,128,108,97.25,126
2,0,130,115,101,120
3,0,129,111,104,116
2,0,130,111,101.5,120
3,0,130,114,105.75,114
2,0,130,111,104.75,118
2,0,131,115,97.5,124
3,0,134,121,117.25,106
2,0,131,114,99,124
3,0,132,116,110.5,112
2,0,130,113,99,124
3,0,132,113,108.75,114
1,0,130,110,102.25,126
3,0,132,118,112.75,110
3,0,132,119,102.75,116
3,0,133,121,118.5,104
3,0,135,122,122.5,102
3,0,134,119,110.75,108
1,0,128,109,95,128
2,0,129,111,105.75,118
3,0,128,113,104.5,114
2,0,130,112,105.25,118
3,0,130,114,103.25,116
2,0,130,113,104.5,118
2,0,132,118,91.5,132
3,0,132,118,109.5,112
2,0,133,115,99.25,124
3,0,133,113,103.75,118
2,0,132,118,90,134
3,0,132,115,107.25,116
1,0,129,114,100.25,124
2,0,130,116,95,126
3,0,130,113,107.75,114
2,0,130,116,93.5,128
3,0,130,112,108.25,116
2,0,130,115,96,126
3,0,132,118,114.75,108
2,0,130,116,95,126
3,0,131,111,106.25,116
2,0,132,114,98.5,126
3,0,131,111,106.5,116
2,0,132,115,94.75,128
1,0,130,110,99.75,124
2,0,132,114,99.25,124
3,0,131,112,106.75,116
2,0,132,114,98.75,126
3,0,131,115,103.75,116
2,0,130,114,101.5,122
2,0,132,117,90.75,134
3,0,134,120,116.5,108
2,0,133,118,94,128
3,0,132,116,109,114
2,0,132,117,95.75,128
3,0,132,115,105.25,116
1,0,130,110,99,130
3,0,134,122,122,104
3,0,133,118,108.5,112
3,0,135,122,116.25,104
3,0,135,123,119.25,104
3,0,133,120,111.25,110
1,0,130,110,97.25,128
2,0,131,113,102,118
3,0,130,112,104.5,118
2,0,131,114,102.75,120
3,0,132,113,102.25,118
2,0,131,112,102.75,120
2,0,132,113,101.5,122
3,0,133,116,107.25,116
2,0,132,115,96.75,126
3,0,133,115,105.25,118
2,0,132,115,96.5,126
3,0,133,115,107.75,114
1,0,129,113,102.25,118
2,0,129,116,96,124
3,0,129,111,109.5,112
2,0,130,113,95.5,126
3,0,130,112,107.5,114
2,0,130,113,96,126
3,0,130,116,110.25,110
2,0,130,116,94.75,126
3,0,129,110,110,114
2,0,130,116,94.25,126
3,0,129,110,109.25,114
2,0,131,115,91.5,130
1,0,129,108,96,126
2,0,128,112,107.75,116
3,0,130,112,105,116
2,0,130,113,102.75,118
3,0,130,115,104.5,118
2,0,129,110,108,116
2,0,130,117,91.5,132
3,0,132,115,106.75,116
2,0,132,117,92.25,130
3,0,132,116,110,110
2,0,132,118,91.75,130
3,0,132,114,107.75,114
1,0,130,110,100.75,128
3,0,133,117,111.5,108
3,0,132,119,114.25,108
3,0,133,120,116.25,106
3,0,134,118,112.25,106
3,0,134,123,115,108
1,0,130,109,99,126
2,0,130,111,103.25,120
3,0,130,111,105.75,116
2,0,130,111,103.25,122
3,0,131,113,103.75,116
2,0,131,113,100.25,120
2,0,130,113,98.75,122
3,0,132,115,106,114
2,0,132,113,98.5,124
3,0,132,112,108.75,114
2,0,132,115,92.5,130
3,0,132,114,106.25,116
1,0,130,114,98.25,126
2,0,131,117,94,124
3,0,130,113,108.75,112
2,0,130,115,95,126
3,0,130,111,108.75,114
2,0,130,113,99.5,124
3,0,132,116,110.5,112
2,0,131,116,97.75,124
3,0,132,110,106.75,114
2,0,131,116,94,128
3,0,130,113,106.25,112
2,0,131,116,95.75,126
1,0,130,108,102.75,120
2,0,132,116,109.75,116
3,0,129,112,106,116
2,0,130,113,105.75,118
3,0,130,114,105.25,116
2,0,130,112,102.25,120
2,0,132,115,94.75,124
3,0,132,120,119.5,108
2,0,132,115,100.25,122
3,0,132,115,109.75,112
2,0,130,113,99.5,124
3,0,132,114,106.25,114
1,0,135,97,97.75,128
3,0,135,120,107.5,112
3,0,132,116,103.5,118
3,0,137,121,114.75,108
3,0,138,122,116.25,108
3,0,135,119,107.25,112
1,0,129,108,104.25,122
2,0,131,110,105.25,116
3,0,129,114,105.5,114
2,0,131,111,106.75,116
3,0,130,114,105.5,116
2,0,131,113,101.25,122
2,0,131,116,93.5,128
3,0,135,120,114.25,108
2,0,135,112,98.75,128
3,0,133,115,106.75,116
2,0,132,114,100.25,122
3,0,132,114,108.25,114
1,0,131,115,102.5,122
2,0,130,117,99.25,124
3,0,130,113,107,114
2,0,130,116,99.75,124
3,0,130,114,107,114
2,0,130,116,98.25,124
3,0,132,119,109.5,112
2,0,131,117,97.5,124
3,0,132,117,106.75,114
2,0,132,118,93.5,126
3,0,132,120,108.75,114
2,0,130,114,101.25,124
1,0,130,108,101,122
2,0,132,115,102.5,120
3,0,130,112,105.5,114
2,0,130,114,100.75,122
3,0,132,115,101,118
2,0,130,111,107.5,116
2,0,132,118,96.25,130
3,0,134,122,116.75,108
2,0,132,115,102,120
3,0,132,114,108.25,114
2,0,132,114,98.5,126
3,0,132,116,105.5,114
1,0,129,111,106.5,120
2,0,130,117,98.75,122
3,0,130,114,108.5,112
2,0,132,117,98.5,122
3,0,132,115,106.25,114
2,0,130,114,100.75,122
3,0,132,119,113,108
2,0,130,116,99.5,122
3,0,132,116,108.75,114
2,0,133,114,101.25,120
3,0,130,115,107,112
2,0,132,112,101.75,122
1,0,129,110,100,122
2,0,133,114,100,124
3,0,130,112,104.25,116
2,0,132,112,103,120
3,0,132,114,103,116
2,0,131,112,102.25,118
2,0,132,117,92.25,132
3,0,134,120,116.75,108
2,0,133,114,97.75,128
3,0,133,115,108,116
2,0,132,111,103.75,120
3,0,133,115,107,114
1,0,131,114,99.75,128
3,0,135,121,114.75,108
3,0,135,121,107,112
3,0,133,122,112,110
3,0,135,124,117.75,106
3,0,135,123,112.75,110
1,0,132,111,103,120
2,0,132,115,97.75,124
3,0,131,114,106,114
2,0,131,114,97.75,124
3,0,132,111,107.75,116
2,0,132,112,100.5,122
3,0,134,122,114.25,108
2,0,132,119,98,124
3,0,135,117,105.75,116
2,0,133,120,94.75,128
3,0,133,120,109.75,112
2,0,132,116,99.75,122
1,0,132,108,99,122
2,0,132,113,103.5,118
3,0,132,112,105,114
2,0,132,110,109,116
3,0,133,114,103,116
2,0,133,111,105,118
2,0,133,117,94,128
3,0,134,116,106,114
2,0,135,117,94.75,130
3,0,134,116,104.25,116
2,0,133,117,93,130
3,0,134,116,104.5,116
1,0,133,111,100.5,120
2,0,131,116,97,124
3,0,132,113,109.75,112
2,0,133,116,99,124
3,0,133,114,109,114
2,0,132,116,99.25,122
3,0,134,120,109.25,112
2,0,133,120,97.75,124
3,0,134,118,106,114
2,0,135,120,95.5,126
3,0,133,115,107.75,114
2,0,133,116,98.25,124
1,0,132,111,103.5,120
2,0,132,116,102.75,120
3,0,132,115,105.25,116
2,0,132,114,103.75,120
3,0,132,116,103.75,118
2,0,132,113,102.5,120
2,0,133,117,97.5,124
3,0,135,120,108,112
2,0,133,115,100.5,122
3,0,134,116,107.5,114
2,0,133,114,100,122
3,0,134,116,107.75,112
1,0,134,115,100,122
2,0,132,120,96.5,126
3,0,133,117,105,114
2,0,134,120,98.75,124
3,0,134,114,107,116
2,0,133,115,96.75,126
3,0,133,122,107.5,114
2,0,133,122,91.5,128
3,0,133,118,103.5,118
2,0,133,119,101,122
3,0,134,120,109,114
2,0,134,119,94,128
1,0,131,111,98.25,124
2,0,135,116,98.5,124
3,0,133,118,103.5,116
2,0,134,115,103.5,118
3,0,133,116,103.75,116
2,0,133,115,101.75,118
2,0,133,122,91.5,132
3,0,136,122,114,112
2,0,133,115,103.25,122
3,0,135,116,106.75,114
2,0,134,115,99.5,122
3,0,138,113,100.5,120
1,0,132,115,101,118
2,0,133,120,93,126
3,0,133,115,106,114
2,0,133,117,96.25,126
3,0,133,118,105.25,114
2,0,132,113,101.75,122
3,0,133,120,111,110
2,0,134,120,93.25,128
3,0,134,118,107,114
2,0,133,118,96.75,126
3,0,133,116,108.75,114
2,0,133,118,92.25,132
1,0,131,111,101.5,122
2,0,135,117,103.5,118
3,0,132,114,104.5,114
2,0,133,115,103.5,118
3,0,132,115,104.25,118
2,0,133,113,101.75,120
2,0,133,120,91.25,130
3,0,135,120,112.5,110
2,0,134,118,98,126
3,0,135,119,109.25,112
2,0,133,117,95.5,128
3,0,133,116,105,118
1,0,132,111,99.75,126
3,0,136,120,110.5,110
3,0,135,124,111.25,112
3,0,136,123,113.25,108
3,0,136,126,117.25,106
3,0,137,123,107,112
1,0,131,111,103.75,122
2,0,134,115,103.5,118
3,0,132,114,105,116
2,0,133,115,103.25,120
3,0,133,115,104,118
2,0,136,115,99.75,122
2,0,132,116,99.25,124
3,0,135,119,108,116
2,0,133,116,99,126
3,0,133,116,105.25,118
2,0,133,118,92.75,130
3,0,134,117,106.75,116
1,0,132,114,103.75,120
2,0,133,118,93.5,126
3,0,132,115,109.5,112
2,0,132,118,100.25,122
3,0,138,112,103,120
2,0,133,113,97.25,124
3,0,133,119,109.25,110
2,0,133,118,99,124
3,0,133,113,105,118
2,0,133,116,97.5,124
3,0,132,115,106.5,114
2,0,135,113,99.75,124
1,0,130,111,98.75,126
2,0,137,117,100.75,122
3,0,134,115,105.75,116
2,0,133,114,102.5,120
3,0,133,115,103.75,118
2,0,132,113,103.5,118
2,0,133,118,98.25,124
3,0,135,120,114.75,110
2,0,137,116,96.5,128
3,0,135,118,106.25,114
2,0,133,118,95,128
3,0,135,118,104.25,116
1,0,132,114,103.5,126
3,0,136,120,106.25,114
3,0,136,120,104,114
3,0,135,123,114.5,108
3,0,137,125,119,106
3,0,135,123,115,110
1,0,132,110,99.25,124
2,1,145,114,100,126
3,0,132,113,107,114
2,0,133,115,106,118
3,0,133,115,104.5,118
2,0,133,118,102.75,118
2,0,134,119,93,128
3,0,137,122,114.75,110
2,0,135,117,95.25,128
3,0,135,116,104.25,118
2,0,134,119,95,128
3,0,135,118,103.75,120
1,0,134,112,105.25,118
2,0,132,117,99.75,122
3,0,133,120,106.25,114
2,0,133,116,98,124
3,0,133,120,105.25,114
2,0,133,116,100.5,122
3,0,135,119,104,114
2,0,135,120,92.75,128
3,0,134,116,104.25,118
2,0,135,118,96.5,124
3,0,134,114,104.75,116
2,0,133,117,97.25,126
1,0,132,111,97.5,128
2,0,134,116,103.25,118
3,0,133,117,104.25,116
2,0,133,116,104.25,116
3,0,134,116,105,114
2,0,134,116,103.75,120
2,0,135,118,98.75,124
3,0,135,120,107,114
2,0,135,118,99,126
3,0,137,116,107,118
2,0,136,115,98,126
3,0,137,118,106.5,116
1,0,133,114,103.75,124
2,0,133,120,92.75,128
3,0,133,115,107.5,114
2,0,133,117,96.5,126
3,0,134,115,105,116
2,0,134,115,98.5,124
3,0,134,122,111,110
2,0,133,121,93.5,128
3,0,135,115,104.75,116
2,0,135,121,92.5,128
3,0,135,118,107.25,114
2,0,134,118,96.75,126
1,0,133,111,96.75,126
2,0,135,118,101.5,122
3,0,133,115,108,114
2,0,134,115,104.25,116
3,0,135,116,102.25,118
2,0,134,115,102,120
2,0,136,120,96.5,128
3,0,137,121,110.75,114
2,0,136,118,96.75,128
3,0,136,118,106.5,116
2,0,136,116,101.5,124
3,0,136,119,108.75,116
1,0,132,113,97.75,130
3,0,137,123,114.25,110
3,0,136,122,98.75,120
3,0,136,125,118.5,106
3,0,137,125,119.25,104
3,0,136,125,112.25,112
1,0,132,111,97,130
2,0,135,117,99.25,124
3,0,134,114,105.75,116
2,0,134,115,104.5,116
3,0,135,116,105.25,116
2,0,134,113,105.5,118
2,0,135,118,97,126
3,0,136,121,108.5,116
2,0,135,115,101,124
3,0,137,119,109,112
2,0,135,116,97.5,126
3,0,135,116,107.25,112
1,0,132,115,99.5,128
2,0,132,118,99,122
3,0,132,117,108,112
2,0,133,118,97.25,124
3,0,132,115,107.25,116
2,0,133,116,100.25,122
3,0,135,120,110.25,110
2,0,135,120,96.5,128
3,0,134,120,105.75,114
2,0,135,120,97.75,124
3,0,133,118,107,112
2,0,133,116,99,124
1,0,133,111,96.25,126
2,0,134,115,107.5,116
3,0,134,114,106,114
2,0,134,115,107.25,118
3,0,133,118,101.5,118
2,0,133,115,105.25,118
2,0,135,118,99.5,124
3,0,137,122,113.25,110
2,0,135,116,98,124
3,0,136,120,108.75,112
2,0,135,118,95,128
3,0,137,118,108.75,112
1,0,133,112,104.5,126
3,0,136,122,109.5,112
3,0,135,121,102.75,116
3,0,137,123,114,108
3,0,137,127,117.75,106
3,0,135,125,117.25,106
1,0,132,111,95.75,128
2,0,138,114,102.25,120
3,0,132,116,104.75,114
2,0,132,116,104.25,118
3,0,133,115,102.5,122
2,0,133,116,101.25,122
2,0,133,118,94,126
3,0,137,120,114.75,110
2,0,135,115,101,124
3,0,135,116,106.75,116
2,0,133,118,95,128
3,0,135,117,103.25,118
1,0,132,113,103.75,122
2,0,132,119,97.5,122
3,0,133,119,106.5,114
2,0,133,118,102.75,120
3,0,132,116,103.5,118
2,0,133,116,99.5,122
3,0,135,116,107.5,112
2,0,133,120,94.5,126
3,0,134,119,108.5,112
2,0,135,120,95.25,126
3,0,133,118,107.75,112
2,0,135,116,99.75,124
1,0,131,112,101.75,124
2,0,136,118,96.25,126
3,0,133,115,105,114
2,0,134,115,103.25,118
3,0,133,115,105,116
2,0,133,115,104.75,116
2,0,135,120,92.75,128
3,0,136,121,113.75,110
2,0,135,120,97.25,126
3,0,136,122,108.75,110
2,0,135,118,100.75,124
3,0,135,117,107.75,114
1,0,133,113,99.25,124
3,0,136,123,109.5,112
3,0,135,122,101,120
3,0,136,125,113,110
3,0,137,126,115.25,108
3,0,135,125,112.25,110
1,0,133,112,99,128
2,1,146,115,101,124
3,0,133,115,105.75,118
2,0,134,117,103,118
3,0,134,116,105.25,116
2,0,135,118,97.25,126
2,0,135,120,95.5,128
3,0,136,119,106,116
2,0,136,119,97.25,128
3,0,136,118,107.25,116
2,0,136,120,95.25,130
3,0,135,115,104.25,118
1,0,135,114,100,126
